tweet,sentiment
"Top 25 Comic Book Movie Roles, Including 'Captain America: Civil War' https://t.co/H5NCIHryzg #MovieGeeks",1
Captain America civil war was such a good movie omg <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,1
RT @zesty_movies: <U+0091>Captain America: Civil War<U+0092> posts biggest opening ever $181M for a solo s... https://t.co/spAXDjmdap #Movies #Movie http<U+0085>,1
<U+0091>Captain America: Civil War<U+0092> posts biggest opening ever $181M for a solo s... https://t.co/spAXDjmdap #Movies #Movie https://t.co/ToqS6bK5ED,1
"back in OC, movie time with the boys... #captainamerica (@ Cinema City Theatres for Captain America: Civil War) https://t.co/fe8m2JcTJL",1
Audi connects movie to reality with #product tie-in. https://t.co/zYkVKDxCNK #Marketing https://t.co/goms4BapPB,1
Captain America: Civil War box office hits $182 million opening https://t.co/Y4fKFa8uND #Movies #Movie https://t.co/iCT6Wpd8ig,1
Disney Hits $3 Billion Worldwide With <U+0091>Captain America: Civil War<U+0092> https://t.co/PLCy4oSapO #Movies #Movie https://t.co/FcVSCYiLf2,1
Weekend #BoxOffice Report: Captain America: Civil War Made a Little Bit of... https://t.co/5Xz6VwqlOQ #Movies #Movie https://t.co/2xJXdJ9IeB,0
omggggg so captain America civil war was sooooooo great!!! it had me all happy. the whole movie was just amazing. <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><U+2764><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,1
"RT @PhillyD: Just watched the 8:30AM showing of Captain America: Civil War.

Such a fun and at times heart breaking movie. https://t.co/n02<U+0085>",1
Pop Talk: Captain America Civil War Movie Review: https://t.co/ZVZdE8dthc via @YouTube,1
"Captain America Civil War, amazing movie",1
"'Captain America' knocks out 'Iron Man' in a 'Civil War' box office win: 
You'll have to see the movie if you... https://t.co/nO08uiIpRH",1
"'Captain America' knocks out 'Iron Man' in a 'Civil War' box office win: 
You'll have to see the movie if you... https://t.co/omJCO1S3GR",1
"RT @enews: Captain America: Civil War left us with a lot of questions, 20 to be exact: https://t.co/er8deK7Wak https://t.co/3pziuI87zH",0
"'Captain America' knocks out 'Iron Man' in a 'Civil War' box office win: 
You'll have to see the movie if you... https://t.co/bzzkL0omEC",1
"'Captain America' knocks out 'Iron Man' in a 'Civil War' box office win: 
You'll have to see the movie if you... https://t.co/3yoKYA2Tdh",1
"RT @Shockuhfy: Captain America : Civil War was a great movie. I loved it, I give it a 10/10. <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>",1
Captain America: Civil War<U+00A0>Filmmakers Reveal a Couple of Scenes That Were Cut https://t.co/4wqAkNey8o #Movies #Movie https://t.co/KaB6xjB6BD,1
@PrestonLA of @TheMovieGuys talks #CivilWar on #TheDownload with @JustinKaufmann on @WGN and is great! https://t.co/xDUz7iAXF2,1
RT @zesty_movies: <U+0091>Captain America: Civil War<U+0092> Rages With $220M Offshore Weekend; Cumes $497... https://t.co/P3qgEiFDO5 #Movies #Movie http<U+0085>,1
RT @zesty_movies: Captain America: Civil War nabs fifth best-opening ever https://t.co/03mNbkppk1 #Movies #Movie https://t.co/32xBQWmGKv,1
Captain America: Civil War nabs fifth best-opening ever https://t.co/03mNbkppk1 #Movies #Movie https://t.co/32xBQWmGKv,1
#CaptainAmerica: #CivilWar Explodes to $678 Million Worldwide https://t.co/xpDK8MDCmP #Movies #Movie https://t.co/VF5rTNvPwR,0
Captain America: Civil War battles to fifth biggest box office opening ever https://t.co/vEVC2U7Zhy #Movies #Movie https://t.co/bna3rrM5lS,1
"#CaptainAmericaCivilWar is the hero v. hero movie we've been waiting for, says @chervillain https://t.co/glnEmA2kGU https://t.co/WWE43KGAEv",0
<U+0091>Captain America: Civil War<U+0092> Rages With $220M Offshore Weekend; Cumes $497... https://t.co/P3qgEiFDO5 #Movies #Movie https://t.co/qix58RFAoP,1
Captain America: Civil War <U+0096> Movie<U+00A0>Review https://t.co/PbTeQYV15G https://t.co/kdfhXeRofc,1
#BoxOffice: <U+0091>Captain America: Civil War<U+0092> Starts Summer With Sizzling $181.... https://t.co/F16dn28Y1v #Movies #Movie https://t.co/OLgZ2mLRcX,1
The new Captain America movie has the 5th best opening ever at the box office https://t.co/4pN33NDuaz,1
"Spider-Man, #BlackPanther and 9 Other Things We Love About ""Captain Americ... https://t.co/gkUGYjbrPk #Movies #Movie https://t.co/9161Drry7e",1
Agents Of S.H.I.E.L.D. <U+0096> #CaptainAmerica: #CivilWar Fallout https://t.co/eFiSNwPI9Y #Movies #Movie https://t.co/VsmRkBkptN,0
<U+0091>Captain America<U+0092> $180-Million-Plus Weekend Beats <U+0091>Iron Man<U+0092> in Disney Movie Civil War - https://t.co/YZbPWu3GiU https://t.co/pflxs96vsq,1
"RT @ThaddeusRussell: If Captain America: Civil War is the 1st superhero movie without 10 too many fight scenes, 7 false endings, &amp; fascist<U+0085>",0
RT @n_sena17: Captain America civil war movie was greatttt,1
<U+0091>#CaptainAmerica<U+0092> $180-Million-Plus Weekend Beats <U+0091>#IronMan<U+0092> in Disney #Movie #Ci... https://t.co/C5izXk38SX #Movies https://t.co/lqrHfu3RXS,0
Marvel superheroes on a roll!  https://t.co/x04pZCA0YL,1
Captain America: Civil War' Knocks Down 'Star Wars' and 'Iron Man' With $180 Million-Plu... https://t.co/VGKg6i2e7N https://t.co/Hy57VZgSVj,1
"#ChrisEvans #ComicBooks Captain America Civil War (or, The Avengers 3) <U+0096> Weekend Movie<U+0085> https://t.co/hI03Y19J8B https://t.co/liMsGgB2RD",1
<U+0091>Captain America: Civil War<U+0092> directors reveal how their #Movie flexes these polit... https://t.co/0KJu3P9S74 #Movies https://t.co/pSgTzpqxTN,1
"<U+2B50><U+FE0F> #Comics <U+0095> <U+0091>Captain America: Civil War<U+0092> directors reveal how their movie flexes these political meanings: 
... https://t.co/OZPDgBz4kV",1
Is #CaptainAmericaCivilWar the best Marvel movie to date? https://t.co/UMwxPLeNoz https://t.co/SpYMOlZdK4,1
RT @lootcrate: RT @CNET These Captain America: Civil War weapon replicas re-enact movie in the real world https://t.co/PJLY68WK47 https://t<U+0085>,1
RT @enews: 20 burning questions you're sure to have after watching Captain America: Civil War. https://t.co/CxqBJobVnp https://t.co/uhy6CQ3<U+0085>,1
RT @HeatVisionBlog: 'Captain America: Civil War': The Comic vs. the Movie https://t.co/UMlPFW3yU4 https://t.co/Ve1wEI9nRX,1
Captain America Civil War Its A Most See Movie I Recommend,1
At the movie theaters watching Captain America Civil War<ed><U+00A0><U+00BD><ed><U+00B9><U+008C>,1
RT @TheWrap: Rise of the Colons - From Captain America: Civil War to Star Wars: Rogue One'. https://t.co/Sqsgjm3Lps,0
Just saw Captain America: Civil War. It was very good - nothing like any other American civil war movie that I've ever seen!,1
Captain America Civil War was such a great movie!!!,1
Captain America civil war was actually the best movie ever,1
I liked a @YouTube video https://t.co/dfQIUTQzvg Captain America Civil War - Movie Review,1
RT @zesty_movies: <U+0091>Captain America: Civil War<U+0092> Is Having A Great Opening Weekend https://t.co/qEwlmAhOKX #Movies #Movie https://t.co/RlHbcm<U+0085>,1
<U+0091>Captain America: Civil War<U+0092> Is Having A Great Opening Weekend https://t.co/qEwlmAhOKX #Movies #Movie https://t.co/RlHbcmvduB,1
Captain America civil war is such a good movie!!,1
"Nam Phan movie review: civil war
Civil war &gt; batman Vs superman
I actually thought captain America was a bit out... https://t.co/QGfKfddQkL",1
CAPTAIN AMERICA CIVIL WAR IS SO SICK! BEST C.A. MOVIE YET.,1
RT @CNET These Captain America: Civil War weapon replicas re-enact movie in the real world https://t.co/PJLY68WK47 https://t.co/EYd2e9GcrI,1
Captain America civil war movie was greatttt,1
Oh my god captain America civil war. Fucking amazing. Best movie I've seen in a long long time,1
RelishMIX MOVIE INSIGHTS: Disney<U+0092>s Spoils Of <U+0091>Civil War<U+0092>: $60M Saturday As <U+0091>Captain America<U+0092> Heads To $180M  https://t.co/2zMWZTBXEe,1
Rise of the Colons - From Captain America: Civil War to Star Wars: Rogue One'. https://t.co/Sqsgjm3Lps,0
RT @Pearseus: Civil War is the best Captain America movie BY FAR!,1
I liked a @YouTube video https://t.co/82PXvyTcEd Captain America: Civil War (2016) Movie Review (This Really Impressed Me),1
RT @TheWrap: #CaptainAmericaCivilWar: 7 Reasons Critics Love Latest Marvel Movie https://t.co/OWOlutg2st,1
I went to go see Captain America <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> Civil War... It wasn't all that too me.. It was good but over hyped..The movie theater was packed though,0
Movie night.. #teamironman (@ ArcLight Beach Cities for Captain America: Civil War in Disney Digital 3D) https://t.co/eFA4Q8hvHg,1
watching Captain America: Civil <U+034F>Wa<U+034F>r at Studio Movie Grill https://t.co/wWiEnLUJgK,1
RT @DrunkMonkeysWeb: Our glowing review of the epic #CaptainAmerica #CivilWar the best #Marvel movie yet. https://t.co/0sfzphL3YT https://t<U+0085>,1
Movie Review - Captain America: Civil War:  https://t.co/7DPQYaalhd,1
Holy fucking shit captain america civil war was fucking amazing @ChrisEvans @RobertDowneyJr  awesome movie <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>,1
"Captain America: Civil War was a great movie, I can't wait to see where this all goes tho <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",1
"#CaptainAmericaCivilWar clocks in at 147 minutes, making it the longest Marvel movie to date https://t.co/A2b5tIcPMB https://t.co/mMiNimRfAj",1
Captain America: Civil War time! #CaptainAmerica #CivilWar #TeamIronMan #Team Cap (@ Studio Movie Grill) https://t.co/ni1yjQs810,1
"Captain America: Civil War left us with a lot of questions, 20 to be exact: https://t.co/er8deK7Wak https://t.co/3pziuI87zH",1
#CaptainAmericaCivilWar: 7 Reasons Critics Love Latest Marvel Movie https://t.co/wofoU9JZIp,1
Movie date... <U+2605> Captain America: Civil War (with Melvin at ArcLight Cinemas) <U+0097> https://t.co/7mYE7VzQE4,1
Civil War is the best Captain America movie BY FAR!,1
RT @TheWrap: Captain America #CivilWar: 7 Reasons Critics Love Latest #Marvel Movie https://t.co/iygrhEtMPH https://t.co/J8Hv3hHpdQ,1
Captain America: Civil War - Movie Review https://t.co/nbCHmiByfc via @YouTube,1
Best Marvel movie yet! Love the new Spider-Man. <U+0097> watching Captain America: Civil <U+034F>Wa<U+034F>r at Cinemark 18 &amp; XD https://t.co/mTC85P6HY1,1
Waiting for Captain America: Civil War to start at Studio Movie Grill in Simi Valley. https://t.co/JYCOtGZsUK https://t.co/yO9b3O8k23,1
"RT @coleplante: Captain America: Civil War is my new favorite @Marvel movie for sure. Perfect balance of humor, deep story, great character<U+0085>",1
"RT @RottenTomatoes: .@JoyTheMovie is new on DVD this week, but is it friendly for family movie night? @christylemire fills you in: https://<U+0085>",1
"How ""Captain America: Civil War"" Was Assembled https://t.co/xauaq4aoy1 #Movies #Movie https://t.co/8G3naM2V8T",1
Captain America Civil War best movie I've seen in a long time.,1
Captain America: Civil War IS the best Marvel movie to date. Like HOW can a movie be this AMAZING?! So many jaw dropping moments. So lit <ed><U+00A0><U+00BD><ed><U+00B3><U+00BD><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>,1
Captain America Civil War is hands down my Number 1 Movie of all time.,1
#CaptainAmerica: #CivilWar - Complete #MarvelUniverse Easter Eggs and Refe... https://t.co/xHUWeJ8WGM #Movies #Movie https://t.co/DpQ7zbFJPv,0
RT @HeatVisionBlog: 'Captain America: Civil War': The Mystery Behind the Movie's Surprise Reveal https://t.co/DEspkdpPwk https://t.co/BiBsq<U+0085>,1
"Captain America: Civil War crew.. minus a few people. I loved this movie, but that was a given.<U+0085> https://t.co/ZyxJsSAw0o",1
"Captain America: Civil War, is best comic/superhero movie ever made. Period. Go watch it now! #TeamCap #TeamIronMan #TeamSpidey #Marvel",1
"RT @shelbyk3: Just finished watching Captain America: Civil War... Now, when does Black Widow get her own movie?",1
"6 Ways to Write a Marvel Movie, According to the Screenwriters of 'Captain America: Civil War' https://t.co/04l0vlOjZ1",1
".@JoyTheMovie is new on DVD this week, but is it friendly for family movie night? @christylemire fills you in: https://t.co/FkZB6TYJpt",1
"If Captain America: Civil War is the 1st superhero movie without 10 too many fight scenes, 7 false endings, &amp; fascist politics, I'll see it.",0
#CaptainAmericaCivilWar - In theatres now! #hereistheshake on the newest Marvel Blockbuster #MovieReview  https://t.co/P3b6qv6xLI,1
MOVIE REVIEW - Captain America: Civil War: To the horror of my colleagues in the press and<U+0085> https://t.co/sF63PAZ33Y https://t.co/AzZZdbRqA5,1
"Just finished watching Captain America: Civil War... Now, when does Black Widow get her own movie?",1
"Thoughts on 'Captain America: Civil War:' Good movie that played it too safe. Great action, convoluted story with no real heft. 3/5",1
I just saw the new Captain America: Civil War movie. It was a awesome movie. https://t.co/yVdrSlEVKw,1
"Just thinking about Captain America Civil war, here is Top Ten Tony Stark Quotes - Iron Man Movie HD https://t.co/gCZn6ijRxp via @YouTube",1
RT @TimDotTV: Captain America: Civil War? More like Faptain America with how much ego stroking was in that movie,0
the first Captain America movie is on the tv reminds me that i have to see that civil war flick,1
Captain America: Civil War? More like Faptain America with how much ego stroking was in that movie,0
Captain America: Civil War was so good! This is my new favorite Spider-Man movie.,1
I love captain America civil war it was amazing movie to watch and funny at the same time!!!<ed><U+00A0><U+00BD><ed><U+00B8><U+009D>#CaptainAmericaCivilWar #mustseemovie,1
Watching captain America civil war was the best marvel movie ever!,1
"Captain America: Civil War achieved. It was a super-hero action movie, that's for sure! Some great stuff in it, but the ""story"" was not one.",0
Captain America: Civil War is just a movie about shorms and I love it.,1
I liked a @YouTube video from @blitzwinger https://t.co/CqquY6QPSF CAPTAIN AMERICA CIVIL WAR Movie Review - NON Spoilers,1
Wow!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3> Captain America Civil War is sold out at all movie theaters!!! I had to get out of the auditorium because is was packed asf! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A7>,1
I'm so EXCITED!! <U+0097> watching Captain America: Civil <U+034F>Wa<U+034F>r at Copperfield Studio Movie Grill! https://t.co/XLgyn75ol3,1
Video: Captain America: Civil War -- Alyx's Movie Review! https://t.co/OXjjhHCtX2,1
I liked a @YouTube video https://t.co/GJxpDHUy61 Captain America: Civil War -- Alyx's Movie Review!,1
"""Pretty decent"" you clearly watched the first captain america movie. Civil war was bad ass and the best movie yet.  https://t.co/MMB0r5NAj6",1
Captain America: Civil War.. pretty good movie https://t.co/KiIHfp2eKh,1
RT @KathPenney: Check out: 11 Reasons Captain America Civil War is the Best Marvel Movie https://t.co/tAcbMT9xL4 via @merlotmommy,1
Captain America Civil War was such a amazing movie,1
Check out: 11 Reasons Captain America Civil War is the Best Marvel Movie https://t.co/tAcbMT9xL4 via @merlotmommy,1
"Mother's Day movie (@ AMC Studio 30 - @amctheatres for Captain America: Civil War in Houston, TX) https://t.co/hoihFH0rrP",1
Shitty seats but that's not gonna stop me from watching the movie. LETS GO TEAM CAP!   AMERICA!!!!! <U+0097> watching Captain America: Civil <U+034F>Wa<U+034F>r,1
"'Captain America' knocks out 'Iron Man' in a 'Civil War' box office win: 
You'll have to see the movie if you... https://t.co/mR1We7uVGL",1
"'Captain America' knocks out 'Iron Man' in a 'Civil War' box office win: 
You'll have to see the movie if you... https://t.co/57bpxFbsNK",1
"'Captain America' knocks out 'Iron Man' in a 'Civil War' box office win: 
You'll have to see the movie if you... https://t.co/5zgyJJEPgv",1
"'Captain America' knocks out 'Iron Man' in a 'Civil War' box office win: 
You'll have to see the movie if you... https://t.co/vnVpyEyrye",1
So last night I went and saw the civil war movie(captain America and iron man) and yikes I was disappointed,0
Captain America Civil War was AWESOME!!!  Great movie night with the girls and the hubby <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><U+0085> https://t.co/Xbpq3IEtw1,1
RT @AkulaGG: Captain America : Civil War - Greatest movie of the year by far!!!,1
Finally about to watch captain america civil war hell yeah been waiting to see this movie,1
Captain America: Civil War = great movie. #HollywoodGold,1
RT @mandipie4u: #CaptainAmericaCivilWar opens in theaters TODAY! Check out my #movie review! #TeamIronman https://t.co/3QMKmPa0BP https://t<U+0085>,1
RT @mandipie4u: #CaptainAmericaCivilWar opens in theaters TODAY! Check out my #movie review! #TeamIronman https://t.co/3QMKmPa0BP  https://<U+0085>,1
Captain America civil war is a great movie. The cast is awesome. I loved every minute. Scarlett Johansson wow she is really good. Go see it.,1
Best movie I've seen in this year RT @IBeEricaLeigh: Captain America: civil war was dope as shit!!!,1
Highly recommend for everyone to go see Captain America Civil War. It is an amazing movie. #teamcap,1
I liked a @YouTube video https://t.co/JD6Q8f2Xrz Captain America: Civil War - Movie Review,1
Civil War and Dawn of Justice are the exact same movie. And Captain America deserves to die. I will cheer loudly... https://t.co/kMwu3cKW8L,1
Just got done seeing Captain America Civil War very solid movie.,1
Captain America Civil War was absolutely amazing! Probably Marvel's best movie so far!,1
At the theater ready for Captain America: Civil War! #teamcap all the way!!! @ Movie Tavern Aurora https://t.co/GZPYej6qFU,1
I liked a @YouTube video https://t.co/z5voxhJpPG Captain America: Civil War Movie Review,1
Captain America: Civil War: Opposing groups of Avengers square off in the latest movie from the Marvel Comics s  -RD https://t.co/fv6LNE2CU2,0
Captain America Civil War was awesome. Not the best Marvel movie but still so very awesome. #TeamIronMan,1
@sighfiona  I just watch captain America civil war o my god it was the best marvel movie . Just letting people know that I watch it,1
"Captain America, Civil War is THE BEST superhero movie TO DATE! PERIOD! I was sure that the<U+0085> https://t.co/SwikSQb4Sk",1
Movie time. #TeamIronMan <U+0097> excited for Marvel's Captain America: Civil War,1
RT @indiewire: 2016 Summer Movie Preview: 10 New Movies From Female Directors https://t.co/K797ygElh3 https://t.co/0AOfudngaE,1
RT @katerbland: Our entire (still rolling out!) summer preview is here: https://t.co/paVBOIBCSx But this might be my favorite one: https://<U+0085>,1
RT @indiewire: These 10 female filmmakers are set to dominate the summer movie season https://t.co/K797ygElh3 https://t.co/e6JcTWzslB,1
2016 Summer Movie Preview: 10 New Movies From Female Directors and Filmmakers https://t.co/OJheVP9ggH,1
"Searchlight<U+0092>s <U+0091>#ABiggerSplash<U+0092> Makes<U+00A0>Waves, SPC<U+0092>s <U+0091>#DarkHorse<U+0092> Trails: Spe... https://t.co/qrQOc0Umiq #Movies #Movie https://t.co/K94QTHntkl",0
2016 Summer Movie Preview: 10 New Movies From Female Directors and Filmmakers https://t.co/IeMvSCVBUM #AddTheseToYourWatchList #WomenInFilm,0
Watching the movie Dark Horse. I grew up riding since I was about 4 years old. Animals get me and I get them more than humans. I miss horses,1
RT @ElaDorris: ... https://t.co/tvSBUnVpAl #retroporn #nsfw #vintageporn https://t.co/vee5L4XYB1 https://t.co/r3um6pl0d3,1
... https://t.co/Qb3rDi7TZG #retroporn #nsfw #vintageporn https://t.co/1PLbDYSUkh https://t.co/y3vsvPrajP,1
... https://t.co/x6z9SRJCHq #retroporn #nsfw #vintageporn https://t.co/Kj4YmznVyb https://t.co/q518N4TxJ2,1
... https://t.co/8YJzWz4wuf #retroporn #nsfw #vintageporn https://t.co/vsG4TEeyPA https://t.co/txnaOahrTX,1
... https://t.co/tvSBUnVpAl #retroporn #nsfw #vintageporn https://t.co/vee5L4XYB1 https://t.co/r3um6pl0d3,1
... https://t.co/Lyzkjr1tOV #retroporn #nsfw #vintageporn,0
"Saw this death-spectacle of a movie called ""Green Room,"" last night, ft. many killer pit bulls. Insanely graphic film. Costumes were great.",1
Goodnight Mommy and Green Room both have the scariest horror movie trailers I've seen in a while. Can't wait for both them to come out.,1
RT @BrentWerzner: I play a bad man in a movie called Green Room.  Opened in NY and LA on the 15th. More cities this next week!  Go see it!<U+0085>,0
RT @businessinsider: #GreenRoom is the best movie in theaters right now that you're not talking about https://t.co/a81jmv5SUN https://t.co/<U+0085>,1
"RT @Tribeca: In GREEN ROOM, Jeremy Saulnier pulls off a tricky horror balancing act. @MBarone's take: https://t.co/EKnyjGUklc https://t.co/<U+0085>",0
"RT @scott_tobias: For @nprmovies, I reviewed GREEN ROOM, an expertly choreographed siege movie that feels spontaneous: https://t.co/cmEcKlL<U+0085>",1
"MOVIE REVIEW: Green Room: I always knew ""green rooms"" could be dangerous places - especially back in the 70's and<U+0085> https://t.co/Xgm0oaO1CB",1
<U+0093>Keanu<U+0094>: the world<U+0092>s shortest movie. https://t.co/pR9aDwI0xM,0
I highly recommend to go see the movie Keanu in theatres,1
So just got home today and me and my mom went to see #KEANU that was a good movie,1
RT @POPULAR_MAG: Photo Alert: Rapper TI Hosts <U+0093>Keanu<U+0094> Movie Screening in<U+00A0>Atlanta https://t.co/0ULTbFKAOQ https://t.co/a80bGgnRL6,0
RT @HITS1031: Photo Alert: Rapper TI Hosts <U+0093>Keanu<U+0094> Movie Screening in<U+00A0>Atlanta https://t.co/mNXH0lfDpx https://t.co/yWpcFMRwy9,0
"RT @HeyItsAaronGold: Keanu was great. If I see a film with only 5 other people in the theater and still laugh out loud multiple times, then<U+0085>",1
"Keanu was great. If I see a film with only 5 other people in the theater and still laugh out loud multiple times, then that's a funny movie.",1
RT @esquire: Ranking the best cats in movie history: https://t.co/9d2BRAb7cu https://t.co/4hnhzDLfnY,1
"RT @Tribeca: In GREEN ROOM, Jeremy Saulnier pulls off a tricky horror balancing act. @MBarone's take: https://t.co/EKnyjGUklc https://t.co/<U+0085>",0
Keanu was an instant classic.@KeeganMKey &amp; @JordanPeele are comedic geniuses. Funniest movie I've see in a while,1
keanu was a cool movie,1
RT @amycakesDD: KEANU was hilarious. So nice to see just a straight up silly movie,1
KEANU was hilarious. So nice to see just a straight up silly movie,1
Listening to Filmspotting (#584: Captain America: Civil War / 2016 Summer Movie Preview / Keanu) https://t.co/tw4nZvlVVc,1
"Goes up to get movie tickets. Ticket agent: So, #CaptainAmerica? Me: No, #Keanu. Cats &gt; Captains. @JordanPeele @KeeganMKey",0
#Tonight movie #KEANU <ed><U+00A0><U+00BD><ed><U+00B3><U+00BD>,1
Watched that movie Keanu and it felt like it was 5 hours long. I never wanted a movie to end faster.,1
RT @POWER1079: Photo Alert: Rapper TI Hosts <U+0093>Keanu<U+0094> Movie Screening in Atlanta - https://t.co/ZI0m0dGxFT https://t.co/Fc8SsVErWH,0
RT @enews: Me-ow. We ranked the hottest cat movie stars because why not: https://t.co/iaYgTGiMfv https://t.co/JYuvmIxGPx,1
"Hey @KeeganMKey &amp;  @JordanPeele, we loved #Keanu so much we adopted his twin brother after seeing your movie. https://t.co/oeiWuUlGbz",1
Saw the movie Keanu with an appearance from Key and Peele. The movie actually made me kind of like cats. https://t.co/1qJWjco4RV,1
RT @JeetendrSehdev: Check out my thoughts on the tricky transition from sketch to film. #Keanu https://t.co/QKJipaKGx7,1
"""Keanu Beeves"" -@DougBenson's idea for Keanu Reeves' name in Bee Movie on DLM. I just laughed so hard.",0
And they need to put at least one Harry Potter movie on there tf,0
"#Onesentencemoviereviews 
#KEANU I'm a cat and I'm in the best movie ever, duh. #keanumovie #KeyAndPeele https://t.co/XM3NhoVYPp",1
"RT @KeeganMKey: What other movie would be great to spoof with the help of Keanu?
#Keanu @KeanuMovie",1
KEANU IS THE BEST FUCKIN MOVIE EVER OH MY GOD,1
RT @HOT947: Photo Alert: Rapper TI Hosts <U+0093>Keanu<U+0094> Movie Screening in<U+00A0>Atlanta https://t.co/9r6Y5kSDaj https://t.co/9iWgGmKJtv,0
My second-favorite Keanu Reeves movie.,1
Goin out to dinner and the civil war movie with mom and the fam today for mother's day,1
"MOTHER'S DAY MOVIE ON LMN, COME WATCH https://t.co/noPayYpbiP",1
@nikolajcw @YouTube I think my mother would hate to watch this movie for mother's day HUAHUAHU,1
RT @LunaLowell: Happy Mother's Day! Join us for Magical Mystery Movie Club at 11:30 and stick around for The Philadelphia Story... https://<U+0085>,0
Happy Mother's Day! Join us for Magical Mystery Movie Club at 11:30 and stick around for The Philadelphia Story... https://t.co/W2qMLgjkQp,1
LMN MOTHER'S DAY MORNING MOVIE https://t.co/0DXtg9J4Qc,1
"3 woman on this flight straight out of the movie ""White moms go to Florida for Mother's Day w/o their family because they're fun &amp; quirky""",1
RT @KXNZUS: Happy Mother's Day to Loretta since she's everybody mother in every god damn family movie https://t.co/46sWslXKy8,1
RT @acomicbookworld: My kids loved that I wanted to spend my Mother's Day watching #CaptainAmericaCivilWar The movie was awesome.,1
My kids loved that I wanted to spend my Mother's Day watching #CaptainAmericaCivilWar The movie was awesome.,1
RT @Criterion: Which memorable movie moms will you be watching this Mother's Day? https://t.co/C82ZPlTQRd,1
RT @montanaa_thezzy: - Happy Mother's Day to Loretta since she's everybody mother in every family movie<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/9j5uuAj6Uy,1
Mother's Day movie with the parental units. DON CHEADLE ROCKED IT. #socialmusic #doncheadle @<U+0085> https://t.co/86rMEeiLge,1
watching @KDTrey5 #TheRealMVP so good! perfect Mother's Day movie.,1
@shaymitch you were in the movie mother's day? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><U+2764><U+FE0F>,1
have you guys seen the movie mother's day? <ed><U+00A0><U+00BD><ed><U+00B8><U+00B9><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>,1
- Happy Mother's Day to Loretta since she's everybody mother in every family movie<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/9j5uuAj6Uy,1
RT @ericwalkuski: What's the perfect Mother's Day movie?,1
RT @BuzzFeed: Here<U+0092>s the movie you<U+0092>ll want to see on Mother<U+0092>s Day https://t.co/Dy5k6Zs9Vp https://t.co/jmSz3h4cud,1
"RT @DebbieRochon: <U+0091>A Mother<U+0092>s Revenge<U+0092> Airs Tonight on US Lifetime Channel, I have featured role, check it-  https://t.co/bxxUZUdr83",0
"""It's Mothers Day, I'm the mother, and I want us to all go see the Captain America movie."" - probably no one",0
RT @AmosPosner: Congratulations on raising extremely on the nose children to all the mothers being taken to see the movie Mother's Day toda<U+0085>,1
"Retweeted Mother's Day Movie (@SeeMothersDay):

See #MothersDayMovie in theaters now and create a personalized... https://t.co/edNCPCRJow",1
RT @movietvtechgeek: Latest:  <U+0091>Finding Dory<U+0092> Mother<U+0092>s Day Promo Finds Our Friendly Fish<U+0085> https://t.co/FZMgjSi0GO #Movie #MovieTVTechGeeks h<U+0085>,1
Latest:  <U+0091>Finding Dory<U+0092> Mother<U+0092>s Day Promo Finds Our Friendly Fish<U+0085> https://t.co/FZMgjSi0GO #Movie #MovieTVTechGeeks https://t.co/9zZXvaPh85,1
RT @nytimesarts: Of course LMN (that<U+0092>s Lifetime Movie Network) has a Mother<U+0092>s Day marathon of glorious schlock https://t.co/RWD2DDhTiL,1
RT @onedee53: RT @Adolfhibsta: Lmaoooooo RT @1RealMir: Happy Mother's Day to her since she wanna play everybody momma in a movie https://t.<U+0085>,1
RT @Adolfhibsta: Lmaoooooo RT @1RealMir: Happy Mother's Day to her since she wanna play everybody momma in a movie https://t.co/rBVkm2oYe9,1
Mother's Day movie marathon: Rosemary's Baby followed by Psycho,1
RT @EW: Celebrate Mother's Day with 10 of the most terrifying movie moms:  https://t.co/pOzHu0RVI1 https://t.co/oMKYndy2zE,1
